Labor Requirements,Equipment Usage,Material Quantities,Project Duration (days),Resource Allocation Efficiency,Schedule Optimization,Computation Time (CT),Best Cost (BC),Evaluation Metric (Nfe),Mean Resource Demand,SD of Resource Demand,Risk Level
148,21,1674.044061116224,110,78.03105135545455,1,323.71529986143616,795332.1341072165,230,76.60654346416416,10.254726917351071,2
142,21,898.0811137822918,372,98.33991342670961,0,347.7822757335755,578821.9966063974,159,90.59515320353874,10.636089961765007,2
195,14,766.6495817768723,380,77.24347450493158,0,308.96842064321385,677669.2835227912,157,66.98443667929048,12.210788736934418,1
177,29,1537.427083353979,193,81.97370579611031,0,377.22189665370496,319591.68842590926,298,72.89041575277939,15.124397687438842,2
159,27,1427.077511430779,300,81.3300559711641,0,346.09722644416024,925598.5801291113,208,98.9721985244191,15.459025592668075,1
131,21,1449.7844390201963,120,85.47046868177308,1,268.5591369428555,921061.8130108339,179,99.45312694240505,10.342611227935043,0
103,19,843.3419072699204,439,89.92931325327584,1,301.42182179312107,260069.03042616745,294,80.50420212086351,11.70367250781531,2
117,16,848.9683078440215,310,69.00167504683489,0,377.8924830763588,1065776.220749625,169,97.37079165855508,14.997056733346554,2
82,20,831.2039446784587,239,81.14897676393743,0,285.7504132729175,396108.7134206358,197,80.90922712227419,15.939406209434052,2
191,28,760.6288934934418,392,93.03670829264121,0,347.44208439394924,1180481.6670302763,279,71.66352512644629,11.484016964862153,1
70,23,1483.5855088424846,397,78.52458855350045,1,306.6431510769961,521193.31544097036,186,70.67597152395088,13.988414119469706,2
97,12,1772.0238278741022,200,71.13830185494292,0,265.58090831813996,295672.4646079496,278,97.18022821472596,19.044014365169524,2
197,25,1586.4762045149919,403,86.18836301425196,1,172.55145862460594,486892.12248021754,281,66.89785555895436,19.988992870461722,0
177,21,1688.1404506408148,458,92.95069583196492,0,227.79925584052842,584198.3615669124,249,83.18529832807272,19.87214454831141,1
185,27,1107.1976436277996,127,62.52561171709565,0,390.3228474501147,176238.5503421243,203,82.22100272250879,18.816745102868722,1
184,9,1481.1136930579971,140,91.07161933628909,0,297.32961498177997,736040.2193456185,271,89.5848673861198,13.946600879499458,0
194,26,1031.354360667162,454,92.86591731847085,1,269.3186141016969,757395.6838557904,174,79.969716300991,16.86574292074784,1
177,20,1288.2569329529601,402,78.46091710354428,1,379.88698765846823,912823.5008844194,280,70.89142642832536,14.165922277841986,2
82,10,1222.4522698022934,245,99.3322262727387,1,275.95353431123465,132086.88151981763,158,66.77585998526314,16.48527026824203,2
164,12,765.3307177157816,355,91.46833362829236,0,257.8247555252209,695362.0358772131,183,84.83275214023567,13.094324709694831,0
168,29,1080.6181405034463,326,90.94650259582663,1,327.7932565450616,158198.17659773084,192,88.75963027412932,16.06202253610332,1
71,22,1945.7334132235264,335,89.91354297648287,1,313.7996856959634,871258.6419633188,223,82.78085114728131,15.237584965528498,1
87,29,872.870386572413,460,66.02432412873097,0,157.9480025225298,161300.78427108293,243,89.53405108484779,10.244802658131999,1
158,16,700.705604419233,479,68.68923545812044,0,241.39248237223634,1102900.633175796,171,65.66084809799841,17.907029037461136,0
100,19,1127.870932435903,112,78.559605258577,1,241.75463284587556,872290.8235729462,219,95.29880779772542,10.118978322451555,2
57,13,1685.5066037902222,309,70.56017399837863,1,213.46735457300343,658128.7415936728,279,83.29582033634011,12.931559422533017,0
76,17,1373.2223446699584,328,76.60963889336162,1,255.18804464567594,585654.3156092924,243,65.07375707570388,10.059240654540023,2
76,19,1521.4622408573669,496,95.53856439691683,1,223.93221931814327,243739.89345458863,181,78.4770081682294,13.762014132951983,0
70,14,784.5422722620158,199,92.97307567517078,0,159.80364684135495,420099.3285211294,255,93.79166951463645,10.631605281641393,2
79,20,1428.4222895115822,130,85.20159513919928,0,223.70994618240434,1055855.0155229857,293,95.90248773812641,19.13510966831241,1
146,11,985.2505923672106,485,94.32481577004414,0,121.68308427195298,1094898.0927187433,150,70.58598019995046,14.156792951628686,1
77,21,1751.4550489321512,115,91.35089556068996,1,272.7357588323235,100822.47920758417,221,88.45063298841812,14.5949577486441,1
160,27,1443.948209016104,236,77.15939727363562,1,356.09636468233356,753550.0306253064,199,63.999409899351065,13.49850236090855,0
110,25,798.2844166629438,428,68.0426060819978,0,317.58612530636657,891230.669927625,290,61.341834856486315,16.275061542017664,0
97,26,596.9250197661293,265,80.56804160037356,0,208.11821201623337,780621.6807033669,164,82.41595815279771,17.844081166182036,0
196,11,563.9498139305491,409,89.44915530114201,1,126.12136167319245,189847.74135298937,202,87.79310317312503,16.48146743048978,1
53,18,1057.112851475211,199,77.45678394918372,1,160.64481976758123,339497.38867879246,157,91.83146924706008,17.482071183951277,2
84,19,898.7767049814702,208,86.67087639135589,0,263.6471021484507,375374.29411952465,223,73.60864953821338,19.059736635092605,1
98,25,1469.135185193762,442,63.77309705164174,0,162.11712501490985,1014897.0944355986,195,60.26101641715548,18.63546531671429,1
66,11,1249.0007524679274,272,89.92018945485614,0,263.19193338549024,609519.3799398125,218,79.18076948445415,16.74058452753696,2
95,13,899.0289170080711,336,92.50854479572249,1,169.47970742916968,635511.0331353605,263,60.63414181494268,12.146379629044286,2
166,23,723.8566669252642,261,88.27351423122164,1,354.6771608428219,1128382.3512099595,296,63.679380426832,16.377028510419287,2
55,20,690.7996440311744,492,98.69054350105462,1,219.1814418521379,800794.4777401871,272,73.06756090126993,15.06083095740511,2
148,12,1796.9905882106266,315,93.06608229842561,1,173.66518778334733,1088534.4717079303,288,77.48688198240708,17.1721923101042,1
173,22,865.2169526073009,363,96.12374911506153,1,343.6978540741185,602159.7408756863,266,71.17877764918595,18.329316483929148,0
86,27,1477.5659718664524,362,97.34284333830593,1,202.85168944163522,264379.8843701236,192,83.27461066018832,17.427214971864174,1
73,22,1716.0288919793993,391,92.05391967495234,0,133.44630635163458,1122929.1534814942,169,62.213991568723806,18.46561169961285,2
142,24,1421.1219667771043,373,86.97035368025996,0,271.1228474210925,604575.627234292,297,65.78318840958339,10.638663733410239,0
95,11,1789.3478474704186,102,60.22874325443157,1,274.46926133139664,299794.564066704,170,87.81033603021734,10.316200382374639,0
144,7,1088.5905822927118,127,78.63303012892499,0,314.40870257072027,432635.3143343145,231,65.68563414391672,12.585005676995939,1
148,22,1934.3332859734226,425,82.84649194489444,1,172.06582996251566,155882.84865783647,206,85.5910080628169,19.006660841086283,1
165,14,699.7175062671454,248,72.16121089791999,0,233.13140172767353,615130.6506020236,223,62.18738483013462,18.23659250983974,1
116,11,653.2242944863071,127,72.72417787613888,1,184.71037571279686,1038440.9891012602,247,76.29529116476562,16.827272977953115,0
177,21,1488.0382193111654,409,98.4463766284066,0,124.28612083470644,1126938.5016073585,259,67.09637880484729,17.00758667439716,0
67,18,1914.2467121198927,164,95.66843460810983,0,362.9841481047675,1125862.4282540083,264,64.38545130140746,17.266704692582124,0
74,28,1713.325192454492,455,93.96716022006817,1,318.66094134650234,237753.02819162142,191,82.6813113400491,19.42602700484747,2
103,7,614.6252891570772,120,76.24047206824443,1,190.4389178376402,520259.2707621627,217,97.13343088022486,18.321911523075578,2
107,16,919.0515709020746,351,60.54794201635658,0,279.81189786159587,131051.635615777,219,62.19148191694195,16.233903870270474,1
116,17,1895.4783272567354,334,63.20888985822856,0,160.37913644034174,1040681.87946862,227,76.86216992872137,16.657154352571403,0
153,6,879.5876492011769,326,72.48785472870415,1,367.0709865387313,494631.33822340117,239,88.30141750981775,12.137402620611219,1
73,7,1671.7556356803789,112,60.62971651982708,0,134.4719030085731,794228.7306814583,260,78.50751326751308,16.573188251562726,0
163,9,1737.6982938930557,412,60.68599127660792,1,101.15114365234027,886388.2818850174,261,92.25983784420981,14.246790124184585,1
81,15,1243.1781551914728,148,96.66413206569644,1,250.60245932175465,572829.136717471,252,67.18581263456527,11.529618706057438,2
135,12,1079.523364772473,217,88.24634008476217,0,274.9383470358608,437086.5702052673,294,98.38376820110962,18.06402819246574,0
176,27,1175.1866486296394,153,72.3582396027261,1,273.6895960887413,1158434.2011275392,168,75.40650511090162,15.102470998031457,2
179,27,840.4470415480462,237,65.30578310403813,0,116.35357823134788,1160937.0475262397,219,73.66278531777101,19.774250416894215,0
66,16,1834.0863741932665,152,80.46542871580309,0,194.21314207552973,418380.0048330241,212,94.98423178012663,12.816793544745249,1
153,11,1175.929485094637,143,60.21384643417458,1,249.75968405239954,627587.6064189039,224,82.55468127567066,14.806701123050768,0
186,19,1823.6891606841498,402,97.53654975432576,0,164.97375568817228,1170128.5745260245,253,80.65777367611287,14.479954546688681,2
92,28,658.5402198594111,152,76.59260477555789,1,361.7877656457689,105355.24842105355,224,89.07911678113723,11.207795224325787,0
88,21,1982.412906500197,173,76.0933982094933,1,126.1327868384302,553946.0732170641,277,83.19336953124362,14.261152788307795,1
75,8,1164.9096311654275,145,75.62374430327128,1,246.21533250161286,210503.30464906525,205,66.50062579028462,12.87553456420925,0
148,26,571.7462305911582,112,62.77313321551059,0,307.4248172539456,660073.7621188628,171,86.96790491459718,11.603204713669344,2
99,29,557.0327723561824,264,85.53288959167307,1,178.52533004034473,127136.94999453585,238,65.33875517128514,12.821555840361393,1
62,17,1619.310886222758,201,89.32014478513413,0,287.27222109925543,547588.2745296906,168,92.23430821336248,12.33251691266392,2
109,22,1488.553301305521,379,87.0450159035316,1,348.81554504271236,342768.9822638687,175,99.58946390849084,17.34073531005878,0
184,5,1703.1958371913813,357,65.53741973317577,1,157.10109252851427,686639.1987046149,172,75.09550499899105,10.307751782591602,2
106,20,658.051300929209,436,83.1536067214237,1,375.16617754745886,1195593.0140107695,196,77.7902359280805,16.174627479132212,0
85,17,553.3563005533225,455,82.77937936689015,0,266.0675597987074,980589.7156394224,162,61.85734621931249,17.606613420236066,1
69,14,1262.8689341713675,497,94.73643151765529,0,189.76960129031818,1030206.3007868635,215,60.549327523303134,14.807234564689733,2
114,16,1081.3928472241541,237,75.16510633502588,1,229.2574826146812,798791.486094989,293,96.8567733950531,19.315649800079186,2
57,6,1192.9204050064336,262,74.85943774637737,1,193.6575651359164,145715.83309948441,222,65.14496241756768,17.078806952365355,0
193,27,1987.382613305411,486,84.74108234872742,0,317.5333479799948,327477.4436485585,226,77.83114990237881,17.479236513114174,2
191,7,1956.1249365060053,210,85.32290613998052,0,338.89019902453964,1117571.0120917605,180,92.61418495422245,11.969334874408702,2
164,14,1913.4730845097893,201,78.77140909303162,0,349.8812176955983,502724.42972162634,234,95.57275039713278,17.772955758390736,1
192,6,1675.7640151515106,116,77.72237449321685,1,395.73047487572234,214000.39912887514,208,80.77590741133871,18.32094736083115,0
141,27,1032.2620403853357,367,79.76590682551532,0,337.38528774900504,872645.9024528222,190,82.60130099903799,13.612663884059895,0
147,17,1118.1963953941574,281,94.44181198013248,1,280.415221206569,429403.49632768007,261,86.7873588985309,12.133630680329713,1
115,17,1324.4240655783867,471,78.4466760501564,0,201.76608951753514,395742.60419458884,245,98.45529880574861,13.850506792036168,1
81,22,1745.8016846072599,123,97.59727167879291,1,263.3786346132248,1197775.2011140864,271,84.1067984377802,17.396079690001372,0
135,7,603.0692487774016,128,80.16015054385304,1,112.32045183712162,1043952.8175293198,254,82.37901037825385,14.176390058687026,1
100,11,1136.445328827332,270,97.96802772723566,1,323.4475226589739,548731.6002046252,223,60.58136541063963,17.366518752247877,1
112,18,623.926495188903,327,93.31327607476302,0,233.78666352763054,1178287.328598149,281,63.23798808089424,11.135645409775377,1
174,24,1271.9863798602673,477,74.49725290463317,0,106.00696891965629,815124.5457611349,248,83.08686506495985,18.060117104884846,0
199,21,1848.351236009353,287,94.54565685186463,0,118.75208245312325,916224.6970677363,275,97.44961551228812,12.532074816423574,1
107,25,1673.727386845907,445,64.4025313680446,1,216.23993914652698,134664.34739043275,287,94.6676539359758,12.489289877145938,2
107,16,841.763626314665,329,97.00188701372058,1,275.02645570553057,233765.7852828628,224,99.30315691968818,15.903809652038607,2
135,29,1963.9862743981887,420,85.26574060331566,0,239.261184685638,796393.6391458622,163,81.11336150245096,10.701180457469896,0
98,20,1501.0255970696426,439,62.17562994089245,1,285.76129518764645,1088926.3809144325,187,91.51723753751068,10.262977266846686,1
119,28,515.6415490961047,218,85.77026894603246,1,244.08827763740675,786118.0986963552,289,93.61601325957362,12.610286652934493,2
64,16,883.1202270278293,255,98.96990616579023,1,298.51115364440403,247427.38375089096,194,85.92126629323447,15.380675507348228,0
103,19,891.0699498798748,371,62.792026184585154,0,165.73781940124024,227336.0508709571,294,73.5499961685803,19.076163862252272,2
150,29,603.8814594287899,274,82.18750839120345,1,133.85295615508642,1028604.4854064898,224,78.79913738631177,18.46435176307307,1
57,14,1939.7397771138935,203,89.9117739903749,0,278.930186387698,253232.57257870573,178,94.31668288974271,14.904464599209755,0
102,29,1217.3829418638857,191,92.41034346798125,0,245.40685508089223,672255.1565544279,167,71.94191703928655,10.370519936934928,2
109,11,1843.721896057823,285,76.55309861283183,0,108.06029621348058,140824.65195853251,169,96.94972525066595,15.35252734629309,0
157,24,983.3232551669425,382,68.16666236672972,0,214.14456564791075,188736.74413029512,163,69.1922536569066,17.047955999252956,2
54,9,687.8503556492407,280,61.693691150895354,0,131.83767564729865,839583.0944071513,203,89.98065660627122,13.391645325250337,2
152,5,1211.5041648593208,269,83.18904628388898,1,259.4070495258086,858099.5514702684,180,85.22236937382954,11.110633032816548,1
55,21,670.9349520714758,286,78.11644281070443,0,218.73330389812924,475616.34726928663,207,89.98397764483049,12.785679532056594,1
158,7,1229.02325446631,274,97.94977580598844,0,283.9455733309054,337170.74176734925,253,77.4939028973038,17.715888644678138,2
165,17,1880.4457718291117,321,62.42419630859639,0,341.6806656310715,995081.2978330387,277,97.30564250215939,13.512438322833283,0
143,18,1281.152212751319,332,87.41581373784022,1,189.90060515244724,338813.5524168794,174,85.2988880964591,18.1198149068571,0
96,28,1424.7495903426252,261,60.998648884802286,1,388.63063124950827,696229.7766330177,168,71.53183218217025,13.195214518074758,1
148,22,734.9576554607124,233,66.85736706842171,1,260.6903501762723,1165029.724949196,285,85.53820282608575,11.635550384138181,2
104,8,565.6034388199542,490,78.14315999691337,1,285.4872396264364,262637.68164862215,152,71.47262988828125,14.358483595136082,1
101,22,666.2119432697106,323,78.19489771211472,0,304.2017119677211,1134963.8942441796,235,71.74529567039497,14.52274512289139,2
193,9,1397.7973635265485,252,87.42802171734576,0,300.0194589572769,301182.3583755355,294,75.98394046483472,10.16108218549337,2
62,29,642.517548488457,132,96.40852139471026,1,253.29122291351862,724187.5288255526,291,94.09721670276477,11.170450727063262,1
163,20,1063.989334911967,154,85.56128635659684,1,228.62928733440506,514708.48315461905,158,80.01191497575968,11.849260187728174,0
173,5,1325.1379106872341,106,98.14140391406036,1,116.13458925321336,1161421.4616520086,243,87.1560336892083,11.135873173786749,1
155,25,1082.9791979447705,343,95.2646255951199,1,106.62575359035392,400896.2319021306,298,75.67870961097852,13.415260754213637,2
196,18,745.5257021979522,412,83.37999182123161,0,207.3883583598294,539623.802294329,288,70.54421759227526,19.64622855617018,1
194,19,910.6869612711598,225,93.3516780367531,1,200.09826719010778,1181146.1296409625,169,98.18560642864925,15.09222538327078,0
169,13,1892.4762992728654,111,85.70310441294536,1,216.30854645170203,690117.4303073204,184,84.14324988492251,16.275560238706465,0
112,19,1513.9734133795332,115,63.142313236949086,1,141.51046026645702,652893.1271833788,202,97.35805354330873,13.563864785230281,2
68,21,1244.0717580198298,307,89.6225889303804,1,321.45048116105306,383556.3370243904,259,68.13652008793261,13.234877616431461,1
141,29,519.0723349803403,142,63.79633765069385,1,357.0893244328717,871499.9163414856,285,65.8757665565173,10.231467719150084,0
107,28,1988.6231007342053,472,83.7633112227885,1,381.6143906122105,115810.24695555541,153,94.23291628495615,15.003336556760225,1
139,8,1507.182402341965,234,88.10560823432915,1,247.70869105588775,154463.89267252287,251,87.23668850469005,14.836090067516663,0
166,16,975.3837160174173,327,62.661104328434206,0,310.25970973762855,759294.445849383,196,67.46313997014565,11.578307261811231,2
111,9,1818.9029899967572,210,69.23178615706126,0,356.66533703076175,475842.0312002995,243,70.77438802654152,17.64324000206704,2
72,9,887.6474304377272,406,96.626889290466,0,225.4873333280458,1148648.0094210566,197,92.02655766101245,14.92674330311003,1
176,15,1316.0248687741273,259,84.65257968931586,0,192.8238384611333,1093509.759795064,240,78.15474479983745,13.389939701615733,2
186,10,1454.1061455947377,430,69.85144075242127,0,381.017366756047,885076.8845443779,233,86.82162026024363,11.46908909022927,0
189,11,831.5950571805927,363,87.62719084592027,0,254.70296532312193,999960.1392405814,217,72.73408088544043,15.521608269710125,2
178,28,1967.595918200894,324,83.87105679846758,1,249.1761659772634,834065.0346344627,288,75.24919811099507,17.528170260888096,0
107,18,1622.2878589684963,316,80.06302799671793,1,153.52482896904874,238140.31298117674,274,99.6285023449242,12.819993526849718,0
171,28,1336.719838266605,144,99.04747899952335,0,132.44650437200704,942097.706658123,222,69.90468348698874,12.187943515767225,2
50,15,770.8918972629513,313,87.33815109630035,1,352.6320587450535,331211.165590731,153,80.25825508146056,15.21934964064577,0
83,17,580.7873104970392,158,75.01764438671651,0,284.2399528562554,455787.1406102164,225,93.77609372762129,11.55343302510017,0
145,6,980.0897487814752,231,92.00293728307471,1,197.7473752058346,1001157.6333126622,222,69.56892854663431,16.66613386594285,1
175,29,1629.7810038701043,203,95.38333171684751,1,157.52086521707994,690178.169232793,226,76.60855026737323,16.053436279442305,1
167,11,903.9969474530376,294,65.00882238067325,1,266.6491840508894,1045934.7856017501,197,84.60365149479954,10.870820495914286,1
97,24,1309.3343307432576,256,68.02211911381066,1,275.1757867783406,334338.8518275906,251,79.2475260590041,10.36520379381374,2
138,8,1591.9207650961148,197,68.64908036511119,1,162.09808037351746,768556.2824675759,255,78.3800906628127,16.202886525885848,1
166,12,661.9155719696965,325,87.64847237546161,1,355.42172436744215,192170.0698030878,226,74.50038925288494,12.942937739887409,0
178,24,1527.9470241738102,304,84.12158220213134,0,125.27930984675532,807367.0928940326,188,83.465853110997,10.864457531733985,2
65,26,637.806331565067,178,84.75966258794352,0,206.8279255499265,938787.4415530883,207,84.9749079169444,17.594287049564866,2
118,25,1947.6946131904947,223,97.63093198758004,1,304.11532412875664,743423.9833765938,168,86.1315816360545,13.14044003017644,2
71,23,1232.5911950974094,317,91.03646131229223,0,182.23610914576022,392854.6516486913,237,62.814724316241175,14.595995496382237,2
142,17,726.014161564816,103,65.11747698047132,1,348.3025584343816,134476.9357447534,262,85.24136702848196,12.368129274537694,0
125,18,1013.5754540503198,189,73.90028329700723,0,321.960347980121,231393.77236071436,226,98.12948715124932,16.273170783579644,0
193,14,1120.124673942892,203,77.41574584702943,1,336.70685336444024,784533.2769814288,226,81.63944942112335,13.014884153543594,1
135,15,1637.277516614806,492,75.83846354990419,0,135.73196076301488,1127862.2385267653,177,88.61068330036977,19.680209612276286,2
78,6,1615.135679114914,218,86.77234436647517,1,142.16413839866289,327187.84436920704,215,82.26929231036871,17.029475486169066,1
118,29,1417.9107580059965,232,95.6757241302625,0,185.9421213233751,908528.7640156087,159,94.18962474367915,11.367222763734658,0
96,13,658.8960688377394,411,72.24205854091151,1,255.42314955926832,1053096.1695739457,275,97.18332378390275,14.166948396734668,2
143,21,727.3540573815104,195,82.07508545684743,0,324.4048230098207,672970.3962922621,207,67.36879597185437,13.854210997298786,0
193,7,640.635380968335,430,91.57637687654343,1,350.9592672282711,836192.3754280235,291,77.47440146228506,15.342471107203831,1
134,28,1365.759174931325,242,76.64872235381398,1,311.3005947871541,996516.8483437629,274,75.69528403730885,18.419306744792532,0
88,10,1815.707662267106,387,66.72472513597184,1,378.5790644591915,386742.67351465294,261,76.20860493197114,15.834220151830017,2
149,9,1150.7007683821575,127,78.99803861054993,0,321.6230528847791,426585.2416948473,233,65.02096724911503,10.615566775999993,2
82,9,741.2722609366193,377,62.20890082972114,0,191.88036610138442,100690.26829130179,292,92.54462903922877,16.55415696802855,1
150,26,1337.0634877234506,332,97.69533816009107,0,179.52438530157178,1159403.5439875827,245,61.43064972059741,10.082652979458583,2
72,19,1717.6283252985647,116,62.99284820779892,1,308.85773509032697,1109299.3840559793,182,81.12906430908627,17.79960460540393,0
59,27,1612.568092269395,158,77.53826861002312,0,157.8611706068843,941025.0901353734,294,86.47513552178765,16.66636072411242,0
118,21,1822.1761695125322,189,81.19525044354106,1,127.81444324308097,186983.62307431293,290,68.2987775223551,13.08785658352586,0
149,13,916.8531458733017,298,99.41215329149142,0,259.6668624568582,592253.178669459,196,96.23400768395183,12.924418045895157,0
83,7,790.9308009016622,461,66.64087294571443,0,346.4924709336866,212080.9293687081,261,93.54196828099172,17.982729965463058,1
187,24,1819.7247289129082,125,64.57726074449434,0,130.41395274095908,117512.29398907846,293,78.843349179357,17.833366919246206,0
196,21,1486.3404691670346,124,60.34824588250174,0,337.5673971387188,777801.261733857,192,76.44595729360555,13.5230235437676,1
145,14,966.3933950113312,493,66.2228574747721,1,343.47160130546445,1156912.3587882072,157,69.462717008444,12.989477280797804,0
50,7,1613.5220758587639,400,68.2909191627067,0,244.68220002446307,1093154.825775365,152,89.19972898579854,15.598247888827899,1
118,22,1722.6775767205518,438,85.22323766332369,0,117.19309300314605,866430.2964289448,274,65.26975198527856,10.083656599841442,0
53,22,1422.4673605116986,366,68.78827161565602,1,152.37695537415593,206304.64258135855,161,87.20951015375132,10.826670379865423,0
65,21,1531.8261648198727,280,60.82083258917301,1,312.2278825485797,401580.4414395302,233,93.69827944473654,11.261695901487368,1
73,28,1062.8898566639996,459,93.06473382009955,0,313.53338349728483,452062.39957382006,165,69.13886303668095,11.854118178271742,2
129,7,1308.0435010145586,167,74.62382804015867,0,369.5065825502996,939465.0635201173,227,94.65709611595025,15.120181266754692,2
51,7,1286.2387560892435,450,74.14786746322936,1,274.8058439663748,982474.0971586255,208,61.33292797758034,19.92241914861122,2
177,10,1772.071686696158,420,72.09916116671707,1,137.23221031413323,523616.7352889125,212,96.51149541546101,16.526134017473534,1
133,17,1759.9459704232738,148,99.01493108585683,1,136.42447165149164,559672.3962793706,198,64.73448911405193,10.612987944492236,2
189,28,1749.0207040205648,274,66.80461669237125,0,316.3397072070471,148959.94320378848,200,85.8303671175213,15.255793740622417,2
173,19,516.5474213936986,151,95.9295225581294,0,155.13539953237034,418050.3902606371,182,70.00329875655767,14.966452123895044,1
82,29,1624.3182267033324,201,91.07213328559553,0,198.5156498849816,596413.6948954039,179,93.46209564678455,11.441678158180494,2
150,13,1638.0145851665072,315,63.05919821997252,1,246.16360207657416,228681.35102378333,225,80.49201443661866,19.20272368802408,2
61,8,1517.5682342827126,287,99.46916406003395,1,107.42946327284537,598594.2068305234,164,65.40964764986005,14.40765247675369,2
116,18,1634.396986837179,156,70.85463854156042,1,174.64570810597957,1038493.3934835804,231,82.83966285303913,19.9455914060974,1
114,9,1762.9555572450631,146,63.94331708089649,0,222.36688255218402,739453.1216975587,241,76.31530440787932,14.200722952521643,1
123,6,1205.4785811526785,258,93.17256936503037,1,183.89089554796186,186822.84054225357,172,86.45791266452404,16.07957702683609,2
92,15,1253.0753202326707,273,88.267021347108,0,140.91109824026975,310838.4507133018,243,95.27613139053838,11.047625364514401,2
93,13,687.0710853670857,341,84.68875223511603,1,318.4036773388592,621998.7851744118,194,76.37556524733674,14.542278238068693,1
78,28,1078.0638245710427,381,66.23923454795732,0,343.9442965503955,497635.86480399326,211,71.59522718135439,12.387658940039733,2
190,7,1465.0477698676764,340,79.13984465023847,0,177.24369284311746,494599.7215007086,164,60.58060378110435,18.355647985712352,1
61,13,1670.5996642209118,469,91.22224107548855,1,332.325848381891,682194.1929579492,195,82.993561514395,17.8391958486754,2
144,7,825.8136465368159,104,72.14495752575361,0,215.66606932039414,742835.5137484032,213,76.09099069725734,18.241799996253583,1
95,29,706.7343487388531,183,72.46759314060165,1,252.00573725620083,976547.7273038102,224,74.98596876059315,17.236094377579512,0
179,6,1494.5630067507382,407,60.12563624192489,0,356.8003224679458,475063.21980873315,201,67.3174128513685,18.326832236200513,0
84,16,502.819825287366,460,66.96973606581518,1,324.98610454072235,986012.9113446454,237,77.20221380765096,12.008287501749209,1
130,14,767.5588764609947,347,95.01622500487338,1,341.5350553948533,472472.3520238958,206,99.37767814333473,14.520437765798016,0
139,13,543.6070705159306,153,77.66985966550828,0,141.05354997590706,160976.28783535722,232,71.91016614688978,16.91846879945968,2
57,19,750.3276767823064,260,99.36937996937735,1,120.91582775011884,709606.4161052703,215,83.988176536324,16.37392497935135,1
142,12,771.9789198882579,325,75.8283185429517,0,368.0214187263961,746692.557384296,299,91.05947525262667,17.163544828740868,1
139,29,1081.5103921255914,114,88.60745819120964,1,216.35028087132832,1127994.2701840461,169,89.96631292706127,12.242583831512317,2
164,9,1103.490687029834,323,71.27676171618917,1,186.36390342090425,898667.4586687218,182,73.15097149970363,10.984347090449898,2
154,15,1811.3937059153566,160,74.55238564563734,1,317.4088762785474,1109549.9177438836,221,84.43440334067401,19.168065780747764,1
184,6,1265.1645687482378,221,67.62903950363578,1,350.924678973957,1099181.9312673104,174,94.8505874108063,15.601718955673585,2
107,28,1585.1071484184295,376,73.8824947399758,0,358.7468865694903,765031.5212840664,195,60.61789710932312,11.538259245074109,1
163,19,656.2060368804312,145,81.88950081682572,1,194.7991423375682,680538.2718700923,222,77.42937427373231,17.934365818873616,2
124,10,838.1581331955408,489,99.67091523916997,1,355.66371736050223,713185.0638799599,247,68.97093672967621,19.149299366292826,1
169,12,1554.4151614680152,393,86.56806852287143,0,112.28018331230362,1176163.8884449725,206,75.54529161595356,11.69563518571109,2
70,9,579.2059407027921,161,67.96983817633256,0,114.89844743791566,950484.4609216547,236,76.63958431900966,18.174124552691104,2
187,20,1229.8964933656298,185,61.79845766366205,0,287.05575855224635,216892.49527163542,282,89.86683859146548,19.332250613191285,0
150,22,1399.0534484944008,309,65.05425925258042,0,118.93191073466387,956271.2474595399,204,63.752874895817726,19.383616002960174,0
148,10,1403.2184660787216,177,82.5022080509219,0,197.38275055304845,287591.8537880485,210,80.50335612530041,19.141564616535014,0
85,9,534.399216902063,301,90.60641315267065,0,301.8267958740772,592085.6039061882,238,82.5677916719498,15.464210123601028,2
145,20,983.1620063437783,401,97.61676829202987,1,201.18006881626792,331505.6393941877,157,79.76630414207217,13.562113172538693,1
86,17,1454.735976573731,496,60.632926879872834,0,153.8799344320288,858541.3720865528,165,89.2749301225088,10.072728076940093,2
61,9,723.4996042238652,322,80.91040566247479,1,184.4051865561525,1065040.7098123392,265,75.3516502362739,10.609122268715272,0
162,17,1543.1234724920798,321,78.83469424892706,0,237.27259967512953,419398.07390334905,210,97.79868254560304,14.288390152973907,2
62,21,1618.8878132205118,102,86.24220087902816,1,242.6157566066447,190211.8153290064,164,79.27213770155765,13.993261463915104,0
72,22,1972.953785669218,105,82.38315417861368,1,334.9000694041606,428342.4078824596,299,82.8485563845919,11.847139095698832,0
148,12,814.7629922846141,192,87.48156602329922,1,325.0459688294537,839598.0437254139,280,93.02123293386998,13.954800280316569,1
154,17,1737.6960014991728,107,86.3233033899676,0,237.04534136684055,461636.1403098949,251,71.0094442372449,11.746500654553682,1
79,23,1280.444865377981,334,64.68046899431785,0,353.7002047296314,405923.38430918375,203,63.0080811505121,18.487912527758404,0
66,7,1060.19389421626,207,91.98871654474878,0,134.27114157741875,302878.7096426914,163,88.3113591344993,12.981948778755989,0
162,28,683.5651359877669,260,64.929303028653,0,176.60600506867044,647268.0695618769,185,79.32047422193514,15.9856435015831,2
111,12,1603.2584097313063,308,87.94122500836548,1,348.39293905067547,403543.7109729063,254,95.8601700383598,15.028430619990868,0
133,6,853.7863987155306,339,76.64581470562428,0,213.39821158784594,904111.3840534315,231,99.30720194889736,10.518820775939922,2
